0	file:/C:/Users/matla201/MALLET/mallet/dhq_corpus/dhq_corpus_complete_2007_2020/dhq-2007-000001-Drucker-Philosophy.txt	7.255429900008665E-5	0.022155034337807633	9.58800232962896E-4	1.5729924593915444E-4	0.05221488874750872	1.9892711870798456E-5	0.41263548504396014	3.914297648141129E-5	7.170419259622394E-5	0.2659692416358419	3.718358554254281E-5	1.0982769128074959E-4	2.235711317083002E-4	4.457576975493077E-5	5.838848190647001E-5	7.655116895496214E-5	0.008066526917707014	0.001183397149831808	4.831789846314585E-6	2.9302601158725398E-5	0.04378881664450492	1.2378133341037366E-4	5.906654306027285E-5	0.012399297326145736	0.010619325032813287	1.1168572513759357E-5	0.0018536507867923414	0.0026714953523176124	5.4201646646401076E-5	0.16429099705013447
1	file:/C:/Users/matla201/MALLET/mallet/dhq_corpus/dhq_corpus_complete_2007_2020/dhq-2007-000002-Howard-Interpretative.txt	1.5652079431360844E-5	2.171731149971782E-5	1.6530384880798814E-5	0.05370158053817293	0.037146544369601506	4.2914384205757445E-6	0.1822698084074729	8.4442822204954E-6	0.0017282659154236855	9.377465132311709E-5	8.021584419883728E-6	4.043146441740594E-4	4.823081692310709E-5	9.616294258695756E-6	0.41736418750468657	0.004393662794381078	0.007449509333526207	0.010532076669288556	1.042358061650742E-6	6.321426120887867E-6	0.04617651052597988	2.6703245560357687E-5	0.014286052616483386	5.814714100508756E-4	7.168643529407604E-6	2.409386990563662E-6	0.011818534755972578	5.387092241667248E-6	0.0030566657278983263	0.2088155037910052
2	file:/C:/Users/matla201/MALLET/mallet/dhq_corpus/dhq_corpus_complete_2007_2020/dhq-2007-000003-VandeCreek-Webs.txt	1.6879173882388403E-5	2.3419909071459362E-5	1.782633687551818E-5	0.031642141101212704	3.8755200417797895E-5	4.627879357762908E-6	0.10851540566963437	8.300295893684055E-4	0.005352682793919517	0.04504667658620221	0.006781267611412961	0.011723707423142935	0.39306903751396977	0.002473140066688148	1.3583610515302741E-5	1.7809013518128753E-5	0.0010556892923905348	0.035369778508519883	1.1240770306250937E-6	0.002264356064194169	0.024963735097739238	0.05051557911784321	1.3741355986979306E-5	1.1365238862963614E-5	7.73065209414218E-6	2.5982785317460343E-6	0.004946315040479446	0.006367964934438451	0.0028858410949154493	0.26602719176778383
3	file:/C:/Users/matla201/MALLET/mallet/dhq_corpus/dhq_corpus_complete_2007_2020/dhq-2007-000004-Patrik-Encoding.txt	3.1552986144288176E-5	0.47231330126042503	0.018832029122808222	0.011961466158960094	7.244680991631898E-5	8.651099530723479E-6	0.08660758957777849	1.702280652677374E-5	3.118328516237643E-5	0.048528568665836304	0.014211111626455993	4.77627331391695E-5	9.722837817020874E-5	1.938546254091202E-5	2.5392443810650953E-5	0.014228232111817514	5.521141587064048E-5	0.04616864431625463	2.1012869006245144E-6	1.2743346446662807E-5	0.04589851982307697	0.034582065710695185	0.008849569527435772	2.1245543583373142E-5	1.4451249813078245E-5	4.857076956635001E-6	3.883617847335352E-5	1.0859825213942866E-5	2.3571639850444345E-5	0.19728439853040552
4	file:/C:/Users/matla201/MALLET/mallet/dhq_corpus/dhq_corpus_complete_2007_2020/dhq-2007-000005-Wolff-Reading.txt	2.6338889991134285E-5	0.0032390432974379935	3.4806667843973626E-4	0.001017852667748145	0.36354399819842204	0.06277618233973074	0.07934127654266623	1.4209806526670698E-5	3.462800818154604E-4	1.578014113707966E-4	1.3498502260766057E-5	3.9869994176643706E-5	8.116149593356667E-5	0.025315916246258542	3.414461706090303E-4	0.018282028453530486	0.007732082993347004	0.03821907697309423	1.75405155829853E-6	3.3088732263078464E-4	0.13759127809386745	4.4935489262295164E-5	2.1442522376506796E-5	0.0022594833418305626	1.206319672314028E-5	4.054450347560556E-6	0.09162386137908893	9.0652510771874E-6	1.9676452367849152E-5	0.16724536770551016
5	file:/C:/Users/matla201/MALLET/mallet/dhq_corpus/dhq_corpus_complete_2007_2020/dhq-2007-000006-Raben-Tenure.txt	2.3460821084387245E-4	3.2551966130962015E-4	2.4777308589901713E-4	0.04900213526650154	5.386690305028544E-4	6.432414901886261E-5	0.09626841349782486	0.002979129718182119	2.3185934626677947E-4	0.35797543437940205	1.2023511490181486E-4	0.01461792775944719	0.1690238988837237	1.4413813837799218E-4	1.8880228274206586E-4	2.4753230386126684E-4	4.105174526536136E-4	9.740192429682557E-4	1.562385119338139E-5	9.475152989779334E-5	0.030343689854185035	0.006105371185158731	1.9099482979067323E-4	1.579685341256671E-4	1.0745042791196709E-4	3.6114177260950506E-5	2.8876146004000756E-4	8.074684760008118E-5	1.7526392673835562E-4	0.2688083258516698
6	file:/C:/Users/matla201/MALLET/mallet/dhq_corpus/dhq_corpus_complete_2007_2020/dhq-2007-000007-Flanders-Welcome.txt	1.8541882683569054E-4	0.004766217196404252	1.9582347413845622E-4	4.019919156567406E-4	0.007189150356103947	5.0837556816026285E-5	0.14371841206778574	1.0003328373459496E-4	1.8324630592015466E-4	0.3866259313885307	9.502588962832646E-5	0.0025351482086956555	0.05467873108768227	1.1391725986143492E-4	1.4921684814020025E-4	1.9563317592680293E-4	3.2444586740088184E-4	0.025569014262258875	1.2348059552187001E-5	7.488534800782129E-5	0.03976296521924011	3.16333972506323E-4	1.5094969244293174E-4	1.24847890741672E-4	8.492171784937441E-5	2.8542259266099806E-5	2.282179765294338E-4	6.381697255536778E-5	1.3851702617547618E-4	0.3319354588936125
7	file:/C:/Users/matla201/MALLET/mallet/dhq_corpus/dhq_corpus_complete_2007_2020/dhq-2007-000008-Raben-Introducing.txt	0.015807237060655382	1.9861195209559563E-4	1.5117580323465137E-4	0.021195796124846598	0.059504127404066014	3.924661494217012E-5	0.06917975731177389	7.722573652270512E-5	1.414662241548996E-4	0.2671471920505617	7.336002619630999E-5	2.166806183932379E-4	0.16578429741834552	8.794417184972684E-5	1.1519546863818908E-4	0.03147921619184201	0.024616840243316396	0.014517925063041646	9.532707094509604E-6	5.7811519713844E-5	0.011552022287952336	0.029831942406911748	1.165332251584355E-4	9.638262342174302E-5	6.555960139318369E-5	2.2034635988704178E-5	1.7618437251312448E-4	4.926672927495986E-5	1.0693520164465572E-4	0.28758249920445617
8	file:/C:/Users/matla201/MALLET/mallet/dhq_corpus/dhq_corpus_complete_2007_2020/dhq-2007-000009-Jerz-Somewhere.txt	3.183294551653735E-4	1.1785616678980382E-5	8.970759560346088E-6	8.446429921734646E-4	0.0024981855023415746	2.328890858659549E-6	0.04551977775416423	4.58256876691119E-6	8.394593947245812E-6	4.640036958581836E-4	4.353177838428999E-6	1.285780983068923E-5	0.025639228578295394	5.218599825615643E-6	0.08149352934116326	0.5593650239143878	0.0016673181391064949	0.015940145534030635	5.656700442419066E-7	3.430530760045797E-6	0.04561161991585902	1.4491398544573514E-5	0.0023823193228010076	5.71933683838139E-6	3.890301280936585E-6	1.3075334625316953E-6	3.2029010305490265E-4	2.923483607785627E-6	6.345525950355598E-6	0.21783841995380285
9	file:/C:/Users/matla201/MALLET/mallet/dhq_corpus/dhq_corpus_complete_2007_2020/dhq-2007-000010-Eve-All.txt	1.2883844950895538E-5	0.021479247062547772	1.3606812865779268E-5	1.845847875510637E-4	0.014911554152232281	3.532452506996179E-6	0.04601632601175303	6.950822306235106E-6	6.393422502060352E-4	2.3384196105439791E-4	1.6325522381670083E-4	1.9502675448277842E-5	6.663100539565029E-4	0.0011044819371063752	0.3402592524989667	0.08961873251029374	0.0026856339452735354	0.026841039929392796	8.580061012670544E-7	5.20341558239711E-6	0.05367494419882373	2.1980496393086994E-5	0.0011070551392330249	0.009251163173069402	5.900793702597386E-6	1.983261620237518E-6	0.015367787143407701	4.4343284534289305E-6	9.624868837539518E-6	0.3756889862425465
